Occurrence,AnnualRainfall,RainfallSeasonality,TempSeasonality,MaxTemp,Isothermality,Watering,PlantMaterialOrigin,Area,Slope
1,-1.233669668,0.12365858,0.102321628,1.345404712,-0.793809048,Irrigated,Vivero,0.123165935,-1.086822456
0,-0.841335069,0.033101722,0.511746315,1.514705765,-0.793809048,Irrigated,Vivero,0.21192857,-0.538633393
1,-1.443926541,0.23778835,-0.019375205,1.183430995,-0.793809048,Irrigated,Estaca,-0.248466636,-0.607487651
1,-1.233669668,0.12365858,0.102321628,1.345404712,-0.793809048,Irrigated,Vivero,0.127067589,-1.103677457
0,-1.033953158,0.156529537,0.277139924,1.394675112,-0.793809048,Irrigated,Estaca,3.537113439,-1.402131856
0,-0.8321532,-0.022759963,0.341701407,1.280324163,-0.793809048,Irrigated,Estaca,2.449527305,0.108803237
0,-0.966565936,0.032167138,0.338284147,1.365007442,-0.793809048,Irrigated,Estaca,-0.271876562,-0.402772085
0,-0.966565936,0.032167138,0.338284147,1.365007442,-0.793809048,Irrigated,Estaca,1.919877736,0.207523157
0,-0.628958251,0.047339031,0.354853364,0.980286503,0.742976791,Irrigated,Vivero,1.026398903,0.555638553
0,-1.070460485,0.163971571,0.197222018,1.221488157,0.473020588,Rainfed,Vivero,-0.332352203,-1.115326321
0,-0.719344579,-0.015621175,0.32913167,1.113326332,0.366026809,Rainfed,Vivero,0.470413167,0.687708411
1,-0.780430293,0.187902503,0.334783624,1.102872385,1.112769071,Rainfed,Vivero,0.247043459,0.4046605
1,0.245892324,-0.233699026,1.284448543,1.367863826,-0.793809048,Irrigated,Vivero,-0.29333566,-0.120310547
1,0.440070385,-0.227423604,1.328054453,1.230721387,-0.793809048,Irrigated,Vivero,-0.001687002,-0.035671014
1,0.59625118,-0.30925603,1.344191374,1.003147299,-0.793809048,Rainfed,Vivero,-0.125564526,-0.652843044
0,0.322546679,-0.195523825,1.272084097,1.271241387,-0.793809048,Rainfed,Estaca,-0.300163555,-0.080313369
0,0.437925291,-0.409245046,1.280719221,1.007436571,-0.793809048,Rainfed,Estaca,-0.245540395,1.361802346
0,0.228568581,-0.138151428,1.186766453,1.346249235,-0.793809048,Rainfed,Estaca,-0.287483179,1.730505155
0,0.464810314,0.224966241,-0.377940823,-0.90165687,1.41930283,Irrigated,Estaca,7.178332305,-0.567505116
0,0.402828119,0.261727268,-0.290687088,-0.69856252,1.41930283,Irrigated,Estaca,0.787422578,-1.166345464
0,-0.734492174,0.020510507,0.611123676,1.687651996,-0.793809048,Rainfed,Estaca,-0.315770173,-1.068208571
1,-0.460052424,-0.096750431,0.659918039,1.344960784,0.279006045,Rainfed,Estaca,-0.29333566,0.246101024
0,-0.734492174,0.020510507,0.611123676,1.687651996,-0.793809048,Rainfed,Estaca,-0.296261901,-0.676207559
0,-0.734492174,0.020510507,0.611123676,1.687651996,-0.793809048,Rainfed,Estaca,-0.247491222,-1.010443549
0,0.803721042,-0.482454124,1.396346552,0.655363359,-0.793809048,Rainfed,Estaca,-0.278704457,0.847971893
0,0.511641755,-0.395226948,1.435568394,1.066287375,-1.424027635,Rainfed,Estaca,-0.280655284,-1.169217231
0,0.669953264,-0.554582328,1.483298104,0.802971725,-0.793809048,Rainfed,Vivero,-0.176676197,0.055385319
0,0.889159144,-0.652774918,1.393504219,0.473304597,-0.793809048,Rainfed,Vivero,-0.324548895,0.746067708
0,0.889159144,-0.652774918,1.393504219,0.473304597,-0.793809048,Rainfed,Estaca,-0.331864496,0.877928535
0,0.889159144,-0.652774918,1.393504219,0.473304597,-0.793809048,Rainfed,Estaca,-0.334790737,0.141403963
0,0.635649137,-0.368614129,1.415010976,0.905922579,-1.176762425,Rainfed,Estaca,-0.139220316,-0.044050915
0,-0.787720889,-0.235134519,-0.844468799,-0.963624895,1.41930283,Irrigated,Estaca,-0.335278444,2.016855231
1,-1.890115922,0.694581725,-0.812980246,0.254391569,1.41930283,Irrigated,Estaca,-0.322598068,-1.330572651
1,-1.593746547,0.490352815,-0.675919496,0.34697779,1.41930283,Irrigated,Vivero,-0.319671827,-1.596218954
1,-1.740680717,0.52052746,-0.806290816,0.287196729,1.41930283,Irrigated,Estaca,-0.251197794,-1.219609875
0,-1.740680717,0.52052746,-0.806290816,0.287196729,1.41930283,Irrigated,Estaca,-0.316745586,-1.064395853
0,-1.586408491,0.490352815,-0.628198335,0.350799213,1.41930283,Irrigated,Estaca,-0.332352203,-1.014536574
0,-1.54881326,0.561748196,-0.686431842,0.39976444,1.41930283,Irrigated,Estaca,-0.25236829,-1.023914286
1,-1.890115922,0.694581725,-0.812980246,0.254391569,1.41930283,Irrigated,Estaca,-0.298212728,-1.19924356
0,-0.977019954,0.40034034,-0.57164464,0.161550216,1.41930283,Rainfed,Estaca,-0.236761673,-0.715319202
0,-0.733841595,0.310451001,-0.439796024,0.084135193,1.41930283,Rainfed,Estaca,-0.23578626,-0.079229885
0,-0.977019954,0.40034034,-0.57164464,0.161550216,1.41930283,Rainfed,Estaca,-0.247491222,-1.215987704
0,-0.606975866,0.28205644,-0.482596555,-0.065938938,1.41930283,Rainfed,Estaca,-0.322598068,-0.703476954
0,-0.677571022,0.443838176,-0.368088025,0.132833858,1.41930283,Rainfed,Vivero,-0.301138969,-1.324470443
0,-0.678054981,0.282605702,-0.406403239,0.158204019,1.41930283,Rainfed,Vivero,-0.278704457,-1.379698536
0,-0.678054981,0.282605702,-0.406403239,0.158204019,1.41930283,Rainfed,Estaca,-0.234810846,-1.325346358
0,-0.677571022,0.443838176,-0.368088025,0.132833858,1.41930283,Rainfed,Estaca,-0.302114383,-1.606092076
0,-0.977019954,0.40034034,-0.57164464,0.161550216,1.41930283,Rainfed,Estaca,-0.301138969,-1.416857465
0,-1.33028187,0.518010359,-0.677003089,0.161550216,1.41930283,Irrigated,Estaca,-0.190917235,-0.476178092
1,-1.750080929,0.529687562,-0.847123231,0.161550216,1.41930283,Irrigated,Vivero,1.166858458,-1.240601518
1,-1.750080929,0.529687562,-0.847123231,0.161550216,1.41930283,Irrigated,Vivero,0.013919615,-1.31055229
0,-1.291147729,0.490352815,-0.558494873,0.273990433,1.41930283,Rainfed,Vivero,-0.27675363,-1.185185307
0,-1.106318679,0.490352815,-0.477254768,0.30139696,1.41930283,Rainfed,Vivero,-0.283581525,-1.606092076
0,-1.273493244,0.490352815,-0.60372438,0.300391325,1.41930283,Rainfed,Vivero,-0.03387565,-0.629738561
0,-1.099059903,0.490352815,-0.555519717,0.30139696,1.41930283,Rainfed,Estaca,-0.255294531,-0.56927891
0,-1.148819431,0.531440925,-0.710797501,0.148855859,1.41930283,Rainfed,Vivero,-0.215302575,-0.122707558
0,-1.506995563,0.496169405,-0.666490685,0.161550216,1.41930283,Irrigated,Estaca,-0.295286488,-0.332258761
0,-1.289600857,0.677539375,-0.756731643,0.102434272,1.41930283,Rainfed,Vivero,0.073419843,-1.11048392
0,-1.289600857,0.677539375,-0.756731643,0.102434272,1.41930283,Irrigated,Vivero,-0.147023624,-0.091469027
0,0.250227999,-1.357273,0.431773856,-1.494345724,-0.793809048,Irrigated,Vivero,-0.268950321,-1.192133997
0,0.062016471,-1.338651558,0.518840781,-1.109311783,-0.793809048,Irrigated,Estaca,-0.306016037,-0.019086554
0,-0.707666829,-0.069213196,0.705661362,1.714542202,-0.793809048,Rainfed,Estaca,-0.216277988,0.012560082
0,0.586674078,-0.229802764,1.29722985,1.073863429,-0.793809048,Rainfed,Estaca,0.988357774,0.335896781
0,0.586674078,-0.229802764,1.29722985,1.073863429,-0.793809048,Rainfed,Estaca,0.045132849,1.042791136
1,0.627864691,-0.424149371,1.293629823,0.958199208,-0.793809048,Rainfed,Vivero,1.69163096,-0.225328872
1,0.236123494,-0.123042505,1.0021255,1.098089422,-0.793809048,Irrigated,Estaca,-0.333327617,0.123145116
0,-0.162282866,-0.109991389,0.99261344,1.488638659,-0.793809048,Rainfed,Estaca,-0.233835432,0.48883056
1,0.210718444,-0.060305423,1.121734823,1.334267479,-0.793809048,Rainfed,Estaca,-0.332742369,-0.404241742
0,0.210718444,-0.060305423,1.121734823,1.334267479,-0.793809048,Rainfed,Estaca,-0.300163555,0.020560352
0,0.805545423,-0.239214463,1.2641487,0.628043637,-0.793809048,Rainfed,Estaca,-0.216277988,-0.301650169
0,0.286642186,-0.117232306,1.100298517,1.104367619,-0.793809048,Rainfed,Estaca,-0.062162644,-0.830459812
0,0.286642186,-0.117232306,1.100298517,1.104367619,-0.793809048,Rainfed,Estaca,-0.340155512,0.060967437
0,0.236123494,-0.123042505,1.0021255,1.098089422,-0.793809048,Irrigated,Estaca,-0.342106339,-0.149491209
1,0.058590889,-0.195523825,0.932114114,1.151839196,-0.793809048,Rainfed,Estaca,-0.220179642,-0.161755592
0,0.260055448,-0.174596712,1.123277998,1.244882392,-0.793809048,Rainfed,Estaca,0.055862399,1.432070013
0,0.732840907,-0.364484851,1.25244673,0.632641024,-0.793809048,Rainfed,Vivero,-0.275778216,-1.111325677
0,1.003910756,-0.534068647,1.278791179,0.251736256,-0.793809048,Rainfed,Vivero,-0.141171143,-0.905734186
0,1.003910756,-0.534068647,1.278791179,0.251736256,-0.793809048,Rainfed,Vivero,-0.29040942,-0.010116617
0,0.620772676,-0.24410606,1.203834055,0.793448924,-0.793809048,Rainfed,Vivero,-0.2387125,-0.707768056
0,0.440070385,-0.227423604,1.328054453,1.230721387,-0.793809048,Rainfed,Vivero,-0.307966864,-0.266576769
0,0.440070385,-0.227423604,1.328054453,1.230721387,-0.793809048,Rainfed,Vivero,-0.306016037,-0.45662134
0,0.440070385,-0.227423604,1.328054453,1.230721387,-0.793809048,Rainfed,Vivero,-0.303089796,1.010204066
0,0.440070385,-0.227423604,1.328054453,1.230721387,-0.793809048,Rainfed,Vivero,-0.309917691,0.774867879
0,0.732840907,-0.364484851,1.25244673,0.632641024,-0.793809048,Rainfed,Vivero,-0.302114383,-0.900914245
0,0.210718444,-0.060305423,1.121734823,1.334267479,-0.793809048,Rainfed,Vivero,-0.308942278,0.227506224
0,0.805545423,-0.239214463,1.2641487,0.628043637,-0.793809048,Rainfed,Vivero,-0.212376334,-0.291258596
0,0.210718444,-0.060305423,1.121734823,1.334267479,-0.793809048,Rainfed,Vivero,-0.333327617,-0.353631802
0,0.276682108,-0.271243643,1.153695251,1.311306629,-0.793809048,Rainfed,Estaca,-0.311868518,-0.123297939
0,0.260055448,-0.174596712,1.123277998,1.244882392,-0.793809048,Rainfed,Estaca,-0.198720544,1.462689992
0,0.260055448,-0.174596712,1.123277998,1.244882392,-0.793809048,Rainfed,Estaca,-0.285532352,1.466701908
0,0.260055448,-0.174596712,1.123277998,1.244882392,-0.793809048,Rainfed,Estaca,-0.240663327,1.276762585
0,0.008085432,-0.105405391,1.044646525,1.509581655,-0.793809048,Rainfed,Estaca,-0.291384833,2.311647408
0,0.260055448,-0.174596712,1.123277998,1.244882392,-0.793809048,Rainfed,Estaca,-0.219204229,1.442983254
0,1.271119243,-0.632949261,1.383358815,0.095995989,-0.793809048,Rainfed,Estaca,-0.245540395,0.626580146
1,-0.976326562,-1.867329977,0.326028828,-0.397836757,-0.793809048,Irrigated,Vivero,-0.195696762,-1.510060971
0,-1.146906998,-1.795902651,0.174710565,-0.206113685,-0.793809048,Irrigated,Estaca,-0.254319117,-0.806076962
0,-1.237299807,-1.488106836,0.231053375,0.018827866,-0.793809048,Irrigated,Estaca,-0.300163555,0.273235392
0,-1.060004338,-1.795902651,0.32522311,-0.330890657,-0.793809048,Irrigated,Estaca,-0.344837497,-0.936619321
0,-1.171837085,-1.795902651,0.167418192,-0.361833789,-0.793809048,Irrigated,Estaca,-0.34074076,-0.685846747
0,-0.961569565,-1.878613308,0.429531836,-0.316878403,-0.793809048,Irrigated,Estaca,-0.308942278,-1.081393202
0,-1.237299807,-1.488106836,0.231053375,0.018827866,-0.793809048,Irrigated,Estaca,-0.284361855,-1.600538445
1,-1.176033226,-1.767105539,0.247450272,-0.369764569,-0.793809048,Irrigated,Vivero,0.188518644,-0.815846163
1,-1.176033226,-1.767105539,0.247450272,-0.369764569,-0.793809048,Irrigated,Vivero,8.716559509,0.855739637
1,-0.961569565,-1.878613308,0.429531836,-0.316878403,-0.793809048,Irrigated,Estaca,-0.274802802,-1.099459629
0,-1.378705816,-1.709625488,-0.014488415,-0.292744564,-0.793809048,Rainfed,Vivero,-0.212181251,-0.671781754
0,-1.002024298,-1.941460824,0.380059508,-0.316723155,-0.793809048,Irrigated,Estaca,-0.332352203,-1.103594791
1,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Estaca,-0.328450549,0.144597846
0,-1.661013599,-2.356267197,-0.522851741,-1.193612725,-0.264147972,Irrigated,Vivero,-0.326499722,-0.179575149
0,-1.521554108,-2.48177929,-0.551503421,-1.510123909,-0.709754255,Irrigated,Vivero,-0.342106339,-1.345727962
0,-1.416633391,-2.583819827,-0.454406076,-1.516610704,0.245572444,Irrigated,Estaca,-0.275778216,0.085951287
0,-1.416633391,-2.583819827,-0.454406076,-1.516610704,0.245572444,Irrigated,Estaca,-0.34503258,-1.053069722
0,-1.452620208,-2.491746491,-0.458727514,-1.511649739,0.42640903,Rainfed,Estaca,0.013919615,-1.139496298
0,-1.452620208,-2.491746491,-0.458727514,-1.511649739,0.42640903,Rainfed,Vivero,-0.202622198,0.178472138
0,-1.504215585,-2.48177929,-0.555534213,-1.516610704,0.184636759,Irrigated,Vivero,-0.344057166,-1.510248697
0,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Estaca,-0.168482723,-0.662601326
0,-1.24355358,-2.575111766,-0.40523606,-1.781547118,1.41930283,Irrigated,Vivero,-0.325524308,-0.735516463
0,-1.24355358,-2.575111766,-0.40523606,-1.781547118,1.41930283,Irrigated,Vivero,-0.32064724,-0.926439116
0,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Estaca,-0.328450549,-0.500653002
0,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Estaca,-0.300163555,-1.366073719
0,-1.167262371,-2.710404837,-0.265088608,-1.79630419,1.163571658,Irrigated,Vivero,-0.348934234,-0.593958356
0,-1.167262371,-2.710404837,-0.265088608,-1.79630419,1.163571658,Irrigated,Vivero,-0.34795882,-0.231508027
0,-1.237587225,-2.794802943,-0.285917842,-1.701258101,1.41930283,Irrigated,Vivero,-0.341130925,-1.480450646
0,-1.167262371,-2.710404837,-0.265088608,-1.79630419,1.163571658,Rainfed,Vivero,-0.314794759,-0.88094773
0,-1.532752265,-2.384332325,-0.512793696,-1.329648932,0.149484645,Irrigated,Estaca,-0.349909648,-1.606092076
0,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Vivero,-0.321622654,0.029828317
1,-1.504215585,-2.48177929,-0.555534213,-1.516610704,0.184636759,Irrigated,Vivero,-0.338204685,-1.423154272
0,-1.549498418,-2.48177929,-0.529954317,-1.384828729,-0.66618194,Irrigated,Estaca,-0.339180098,-0.409230922
1,-1.425536642,-2.642154414,-0.531475301,-1.614709709,1.117852989,Irrigated,Vivero,-0.340155512,-1.386991244
0,-1.573393443,-2.437640899,-0.514754133,-1.263915995,-0.366546217,Irrigated,Estaca,-0.323573481,-1.258606237
